Sample_ID,Moisture,Ash,Volatile_Oil,Acid_Insoluble_Ash,Chromium,Coumarin,Fiber,Density,Oil_Content,Resin,Pesticide_Level,PH_Value,Quality_Label
SMP_05468,7.4940,1.3537,1.6055,0.5289,0.3593,0.3248,11.3821,0.7436,5.6379,2.3484,0.0883,4.6371,Low
SMP_04916,7.1043,1.5671,1.2389,0.4787,0.2813,0.3792,17.7949,0.5616,9.8765,0.9029,0.0754,6.4731,High
SMP_00066,6.7758,1.5428,1.6295,0.4112,0.1318,0.4634,15.8340,0.7806,9.6201,2.8683,0.0154,6.2587,Medium
SMP_08038,4.9664,1.7058,3.2374,0.5645,0.2595,0.4261,10.2545,0.9950,5.5613,1.1111,0.0668,5.6406,Low
SMP_08406,6.5373,1.7114,1.7369,0.3533,0.1468,0.4638,11.0164,0.6725,11.2441,1.6690,0.0121,5.3686,Low
SMP_13072,6.8498,1.7791,2.2021,0.3204,0.1734,0.1802,15.1814,0.8010,9.3174,1.8325,0.0602,5.0037,Medium
SMP_02025,5.3839,1.4165,2.9939,0.2459,0.3287,0.3023,13.0508,1.0093,10.5119,1.6935,0.0668,6.9069,Medium
SMP_01873,7.8561,1.0220,2.9218,0.9691,0.2026,0.3593,15.6223,1.0331,13.6618,2.0077,0.0816,5.4369,Medium
SMP_00355,6.3382,1.9694,1.9446,0.1559,0.2027,0.3024,11.6193,0.9607,14.9775,1.6294,0.0355,5.7022,Low
SMP_05361,7.8439,1.8527,3.0083,0.8287,0.4509,0.4461,19.2821,1.1541,7.9833,1.0490,0.0644,4.8700,High
SMP_01768,4.8530,1.0906,2.7490,0.7496,0.1277,0.1113,14.0829,0.9080,12.0601,2.5249,0.0611,4.8327,Medium
SMP_12390,6.0996,1.4890,2.7448,0.8507,0.3298,0.2283,18.0557,0.5722,8.8096,2.5627,0.0717,7.4046,High
SMP_09395,5.6678,1.4597,1.1718,0.1578,0.0881,0.1562,10.0044,0.7114,9.1137,1.8718,0.0028,5.8351,Low
SMP_06406,5.4435,1.7273,3.2596,0.2031,0.0502,0.4555,12.3826,0.6075,7.9521,0.9651,0.0794,6.4036,Low
SMP_04763,4.1102,1.3151,1.8701,0.9224,0.4968,0.3471,15.1677,0.8081,5.1830,2.5003,0.0672,6.4479,Low
SMP_01165,7.0490,1.5205,1.5107,0.5908,0.3945,0.4583,17.8972,0.6367,10.9969,1.3305,0.0010,5.1007,High
SMP_12139,5.5182,1.2473,1.6147,0.3596,0.1802,0.3325,16.4930,0.6814,6.4197,1.5420,0.0298,7.2578,High
SMP_13189,5.4096,1.9757,2.4656,0.5249,0.1655,0.2460,11.8845,0.6415,13.9759,2.8013,0.0900,5.7146,Low
SMP_03396,4.3589,1.1667,1.0480,0.3397,0.1879,0.4981,19.9169,0.6310,7.1304,1.7298,0.0149,6.0122,High
SMP_08286,5.1905,1.9148,3.0093,0.8943,0.0733,0.3645,12.6761,1.0238,13.9109,2.4149,0.0911,5.6962,Low
SMP_12704,6.2123,1.2385,1.3369,0.9613,0.1643,0.2018,19.1202,1.1362,9.8038,2.9915,0.0178,5.8256,High
SMP_04569,6.6520,1.5926,1.2055,0.7892,0.3278,0.4422,15.3550,0.7901,8.7135,0.5111,0.0040,4.8937,Medium
SMP_09309,5.9192,1.8409,3.4731,0.6788,0.1642,0.4251,18.0874,1.1225,6.3626,1.4128,0.0234,5.1489,High
SMP_03128,4.6850,1.6085,1.1284,0.5946,0.0788,0.1704,11.1303,0.7428,8.4374,2.5661,0.0226,4.7592,Low
SMP_13583,6.3931,1.3331,1.8577,0.5409,0.1905,0.3884,11.4075,0.5618,10.3019,1.6485,0.0354,7.1648,Medium
SMP_06947,7.2374,1.5252,2.6557,0.7706,0.1851,0.2192,12.6396,0.6171,8.0475,2.8821,0.0086,5.2220,Low
SMP_00310,5.1265,1.9634,1.0258,0.7445,0.3679,0.3491,19.9011,0.7184,8.3998,0.6974,0.0443,5.2832,Medium
SMP_07204,4.8694,1.7553,2.7353,0.6711,0.2028,0.2272,17.5894,0.6922,8.2972,2.9130,0.0999,4.5052,High
SMP_08594,6.1802,1.2868,2.4490,0.6607,0.1792,0.3669,11.7419,0.7071,14.3007,1.7751,0.0151,6.5053,Medium
SMP_14086,5.0468,1.4332,2.3566,0.3930,0.1683,0.4444,13.3055,0.8052,10.3139,1.6028,0.0863,5.1589,Low
SMP_10630,7.7971,1.1946,1.4541,0.9157,0.4772,0.3849,19.9849,0.5353,12.1944,0.9685,0.0377,5.3822,High
SMP_11618,5.0493,1.1765,3.3085,0.3055,0.2643,0.2344,10.8620,0.6591,11.2811,0.7073,0.0040,4.9807,Low
SMP_04355,4.3259,1.6070,2.2685,0.2366,0.0692,0.3011,17.3514,0.6241,11.9132,1.8660,0.0358,6.4933,High
SMP_08894,6.7377,1.4286,2.4019,0.8120,0.3339,0.1377,16.0617,0.6299,9.4578,1.4821,0.0084,4.7974,High
SMP_10445,6.5819,1.0853,1.9147,0.1346,0.4932,0.4294,13.5295,0.7691,8.6947,2.1439,0.0349,5.1372,Low
SMP_08205,4.5834,1.2156,1.4629,0.7365,0.4312,0.1951,11.7253,0.6762,14.3879,1.0341,0.0690,4.8503,Low
SMP_03588,7.6311,1.4579,1.9040,0.9542,0.2296,0.2345,12.7299,0.8956,10.5842,0.5405,0.0655,6.8650,Medium
SMP_07224,4.3501,1.2949,2.3657,0.2622,0.2917,0.2252,19.9005,0.7630,5.3906,1.6824,0.0335,5.6101,Medium
SMP_02584,7.1552,1.4379,2.2762,0.9393,0.2203,0.1168,17.6276,0.9013,13.1488,0.6889,0.0622,5.2432,High
SMP_07421,6.9842,1.4257,2.6986,0.3296,0.0924,0.4235,17.1672,0.5766,12.3095,1.9942,0.0172,6.9769,High
SMP_02771,7.2000,1.2012,1.7270,0.1876,0.1830,0.2713,19.6403,0.9572,12.8288,1.3138,0.0145,5.2702,High
SMP_04813,4.3996,1.7160,2.3903,0.7737,0.2111,0.2605,18.0758,0.6870,8.8142,0.5338,0.0556,7.0544,High
SMP_10783,5.6574,1.0811,1.1383,0.9302,0.0510,0.2269,18.5060,0.7783,6.9688,0.8266,0.0035,6.4422,High
SMP_10204,6.7229,1.5817,2.6488,0.8117,0.0669,0.1800,10.3657,0.7105,12.5888,1.5089,0.0697,5.4171,Low
SMP_05088,6.2254,1.2516,1.0996,0.4423,0.2576,0.4620,19.0837,0.8503,9.7150,2.1013,0.0259,5.3572,Medium
SMP_00325,6.5193,1.4033,2.8810,0.5782,0.3549,0.2714,17.3150,1.0772,6.4644,2.5824,0.0541,7.0340,High
SMP_05172,4.8071,1.4956,2.7027,0.7217,0.0836,0.4046,16.6024,0.7853,10.7109,2.4194,0.0263,7.3202,High
SMP_05649,6.3061,1.0294,3.1211,0.6669,0.1340,0.2009,15.5355,0.8926,13.0519,1.3965,0.0550,6.2477,Medium
SMP_06744,5.2698,1.7403,1.7882,0.1154,0.4132,0.1659,13.2087,1.1375,7.0887,2.7369,0.0423,7.2544,Medium
SMP_03210,4.3744,1.2764,2.6402,0.3838,0.2058,0.4571,15.7936,0.5721,8.1087,0.6902,0.0557,5.0199,Medium
SMP_09308,4.6916,1.5693,2.4006,0.7191,0.1593,0.1468,19.6730,0.6073,8.3714,2.6778,0.0595,5.1459,High
SMP_03906,4.9232,1.0747,3.4999,0.7221,0.4490,0.1576,18.0077,1.0694,6.5149,0.9036,0.0296,5.1504,Medium
SMP_12362,7.8865,1.1147,1.3484,0.1230,0.0999,0.1930,17.9453,0.5079,13.5439,1.2569,0.0890,5.7517,High
SMP_01293,6.6513,1.8444,2.9147,0.4413,0.2655,0.1745,12.9202,1.0447,13.9398,2.3112,0.0466,4.7596,Medium
SMP_05639,6.8715,1.0242,1.4491,0.5899,0.4730,0.1264,15.7879,0.7303,11.6942,2.8823,0.0269,7.3678,High
SMP_14434,5.5046,1.0304,1.2683,0.1943,0.2661,0.4160,16.8898,0.6449,12.6045,2.7042,0.0386,6.3802,High
SMP_08500,5.8045,1.6591,1.8869,0.1039,0.4734,0.3843,19.5803,1.0951,8.7394,1.4466,0.0145,6.9219,High
SMP_08900,4.6124,1.7539,1.5673,0.3863,0.0688,0.2706,12.5573,0.5233,6.3389,1.4811,0.0343,7.0827,Low
SMP_02380,7.1152,1.8088,3.0581,0.5956,0.1298,0.1593,15.7399,0.7566,10.5805,1.7462,0.0603,4.5964,High
SMP_10432,5.1696,1.2377,1.7567,0.2785,0.3878,0.4928,13.9723,0.7333,11.3758,1.5762,0.0049,5.5331,Low
SMP_09498,4.9984,1.8480,3.0839,0.6318,0.2105,0.2658,18.1303,0.5577,12.8680,0.8332,0.0816,7.2041,High
SMP_03635,6.2262,1.2080,1.5879,0.2448,0.3930,0.1003,14.3899,0.5609,10.5238,1.3650,0.0029,5.8830,Low
SMP_04170,4.4588,1.3215,2.6222,0.3468,0.4462,0.3645,18.7028,0.7768,5.3399,1.9404,0.0340,5.8446,Medium
SMP_08688,5.0863,1.8981,1.7356,0.3163,0.4673,0.5000,15.9358,1.1544,12.6809,0.9691,0.0684,6.8704,High
SMP_06659,5.2133,1.8766,1.5654,0.4456,0.3412,0.2643,17.2958,0.9555,11.6729,1.5507,0.0056,7.1182,High
SMP_12752,4.7472,1.7094,2.0046,0.1570,0.2691,0.2795,15.6259,1.1395,13.0849,2.3975,0.0207,7.2216,High
SMP_14716,6.7104,1.5014,2.9684,0.2316,0.1935,0.3778,17.6020,1.0712,8.2950,1.7958,0.0238,6.2514,High
SMP_03429,6.6139,1.6524,1.9560,0.2975,0.1579,0.4202,10.6611,0.8947,8.0685,1.1632,0.0506,7.1936,Low
SMP_04422,6.5693,1.6463,1.4880,0.3278,0.2691,0.3915,18.5280,0.5606,14.2562,2.8194,0.0008,6.0193,High
SMP_01102,4.7591,1.9266,1.0806,0.5163,0.1911,0.3661,18.3963,0.7523,9.2691,2.9548,0.0784,7.1917,High
SMP_12794,5.2810,1.2050,2.1551,0.8523,0.2622,0.2861,10.5646,0.5765,9.5613,1.7112,0.0097,4.7624,Low
SMP_07901,6.5434,1.1484,2.9988,0.7746,0.0882,0.2850,13.9342,0.8238,9.6130,1.8102,0.0278,5.9090,Medium
SMP_14308,4.2780,1.4310,2.4450,0.6924,0.2907,0.1052,14.0684,0.8949,14.3132,2.8370,0.0131,6.2539,Medium
SMP_03251,4.5329,1.1310,3.3249,0.1854,0.0519,0.2557,11.0386,1.1042,14.2270,1.7061,0.0426,6.1172,Low
SMP_04410,4.9997,1.7225,2.3780,0.1211,0.2344,0.4009,19.5461,1.1121,5.0152,1.0468,0.0208,5.7393,Medium
SMP_04141,5.0060,1.3548,1.9481,0.5386,0.1281,0.4154,18.6067,0.6738,6.2331,2.3058,0.0925,4.6055,High
SMP_03558,7.1581,1.1615,1.6818,0.1710,0.1111,0.2003,11.9953,0.6496,7.3078,1.2517,0.0126,5.3336,Low
SMP_00710,7.6638,1.2880,1.4639,0.6866,0.3707,0.3753,13.1932,0.6766,14.5592,2.8083,0.0458,7.0386,Medium
SMP_00119,4.1574,1.1222,2.1305,0.9405,0.1923,0.3029,10.4158,0.6039,14.8664,2.9128,0.0005,7.3555,Low
SMP_02023,7.6355,1.4576,3.4694,0.6336,0.1223,0.1761,17.1612,0.5353,9.8035,0.8706,0.0434,6.7498,High
SMP_04599,7.7425,1.5711,1.2730,0.8396,0.4181,0.1460,15.4812,0.8410,13.4717,1.1866,0.0427,6.3144,Medium
SMP_07287,5.9448,1.9049,1.6436,0.2491,0.1137,0.1620,18.6953,0.9339,9.2073,2.6669,0.0299,7.2836,High
SMP_06131,5.4954,1.0106,3.3849,0.7952,0.3631,0.1120,17.5902,0.9691,10.6891,2.0591,0.0919,4.5201,High
SMP_10948,5.2276,1.9883,3.0214,0.3231,0.0826,0.4865,10.3527,0.9736,14.8318,1.1119,0.0926,5.7634,Low
SMP_06953,4.1528,1.0133,1.8835,0.2942,0.0738,0.3212,19.8879,0.7957,10.5212,1.0496,0.0205,5.4852,High
SMP_13498,6.8437,1.6235,2.8808,0.2815,0.2267,0.3233,18.7089,1.1776,13.5961,0.8123,0.0029,5.3480,High
SMP_02375,6.2758,1.4528,3.2974,0.3563,0.3476,0.1450,13.9229,1.0187,7.2482,1.9745,0.0154,4.8082,Medium
SMP_14450,5.5591,1.1257,2.3215,0.6384,0.1845,0.4981,17.8369,1.0341,11.4300,1.0729,0.0201,4.9878,High
SMP_10748,7.8607,1.8972,2.7483,0.9274,0.3297,0.1058,12.5138,0.5626,5.6569,1.6766,0.0978,5.6817,Low
SMP_09355,5.3444,1.1641,1.3511,0.8364,0.1565,0.1881,18.8285,0.7553,14.9033,1.1737,0.0661,5.0836,High
SMP_05228,4.0065,1.1227,1.5426,0.9042,0.0683,0.3279,19.2864,0.9565,9.8441,1.4650,0.0625,5.9412,Medium
SMP_11809,6.7067,1.7678,2.6221,0.9067,0.1554,0.3987,16.0369,1.1763,11.8394,1.5833,0.0117,6.4100,High
SMP_06607,5.1489,1.4325,3.1534,0.5829,0.2624,0.1766,19.5927,1.1360,13.1608,1.3079,0.0562,5.6666,High
SMP_04682,7.2125,1.0931,3.2597,0.1467,0.4046,0.2230,11.8120,0.9932,13.9588,2.4104,0.0314,5.5608,Low
SMP_13692,7.5145,1.0211,1.6474,0.7401,0.3414,0.2366,18.5910,1.0146,10.9901,1.1137,0.0298,6.4384,High
SMP_08376,7.8261,1.5036,2.2331,0.4229,0.1981,0.1494,13.2730,0.9264,5.8442,0.9649,0.0860,4.7739,Low
SMP_05004,7.9111,1.1259,3.4662,0.5201,0.1484,0.4774,14.6862,0.7432,7.1382,1.1697,0.0980,5.4120,Medium
SMP_09364,7.5540,1.6113,1.7749,0.8629,0.3098,0.3811,14.6977,1.0632,11.2562,2.7264,0.0351,7.0417,High
SMP_12924,4.5786,1.5390,2.3818,0.3807,0.0764,0.3857,11.6485,0.9993,6.6864,0.7858,0.0836,6.3893,Low
SMP_10355,4.5134,1.9733,1.5303,0.6514,0.2309,0.1040,12.1255,0.8859,8.4912,2.5909,0.0673,4.9700,Low
SMP_04274,6.7960,1.9590,2.6276,0.7977,0.4508,0.4037,15.6265,0.8304,13.2338,2.4300,0.0367,5.9950,Medium
SMP_05740,6.5937,1.3229,1.8883,0.8029,0.1702,0.3821,19.3489,0.5869,6.4429,2.8572,0.0204,4.5628,High
SMP_12600,7.6659,1.2434,2.9639,0.1343,0.4189,0.2253,10.6224,0.7332,10.6119,2.8235,0.0329,5.6223,Low
SMP_09116,7.6483,1.9540,1.4808,0.3778,0.1846,0.4799,10.1665,0.8897,10.7956,2.1298,0.0225,5.9223,Low
SMP_13740,7.5300,1.9296,3.0539,0.6177,0.2911,0.2297,11.4280,1.0390,13.5152,1.4665,0.0878,6.6479,Medium
SMP_05471,7.5572,1.6137,2.2060,0.8749,0.1582,0.2595,15.0766,0.5346,11.8858,0.9714,0.0334,5.7435,Medium
SMP_05817,5.4944,1.0302,1.0043,0.9068,0.3869,0.2158,11.1372,0.5382,14.1723,2.0639,0.0161,6.5444,Low
SMP_01159,6.3870,1.1228,3.4078,0.2106,0.1647,0.4255,16.1860,1.0868,10.1574,1.4425,0.0922,4.6088,High
SMP_13360,4.0926,1.8045,1.5538,0.7872,0.2914,0.3000,13.4473,1.1467,6.8083,0.6339,0.0553,4.8125,Low
SMP_08893,4.2507,1.5338,1.7324,0.9374,0.0713,0.1075,18.0956,1.0178,6.5510,2.8552,0.0874,5.2289,Medium
SMP_00088,7.5440,1.6159,1.5824,0.1220,0.4416,0.1086,18.7471,0.8703,14.3907,2.4970,0.0998,5.5522,High
SMP_07703,4.5140,1.6460,1.0034,0.4146,0.2502,0.2384,16.2451,0.5108,14.0826,1.2964,0.0151,5.7996,Medium
SMP_03383,4.5941,1.0891,2.8612,0.3148,0.4314,0.3973,10.4946,0.6409,7.9200,1.9863,0.0810,4.6810,Low
SMP_13433,4.6686,1.1860,2.9372,0.9687,0.3977,0.2001,12.5011,1.0127,8.3011,2.4963,0.0015,5.6257,Low
SMP_11489,4.8189,1.0953,2.4328,0.6464,0.3584,0.4089,19.7227,1.0863,7.3755,0.6990,0.0095,7.0123,High
SMP_00404,5.5095,1.4136,1.0996,0.3466,0.4801,0.4815,13.5233,0.5302,6.7910,1.4806,0.0948,4.9236,Low
SMP_14601,5.5475,1.3712,1.2291,0.3408,0.2073,0.1102,12.0178,1.0492,12.0370,1.4639,0.0651,7.1178,Low
SMP_03351,7.1522,1.5267,3.3612,0.6304,0.2854,0.1286,11.4935,1.0947,14.9068,1.5380,0.0811,6.3828,Medium
SMP_12483,6.8428,1.9556,3.3577,0.7734,0.2442,0.2822,14.6180,1.1008,13.1644,2.2644,0.0653,5.3389,Medium
SMP_07592,4.2118,1.7571,2.6033,0.7462,0.0932,0.2316,14.5942,0.9219,13.0278,2.9424,0.0083,6.4250,Medium
SMP_14940,5.4500,1.7430,1.4463,0.8413,0.4898,0.2726,17.8730,1.1079,7.0775,1.4020,0.0523,5.1009,Medium
SMP_06379,7.8078,1.6756,3.2983,0.2803,0.2711,0.1138,16.7706,1.0489,12.4781,0.7170,0.0248,6.4675,High
SMP_02242,5.7065,1.6299,1.0884,0.1701,0.0866,0.4113,13.5026,0.6594,12.4733,0.9250,0.0247,5.7928,Low
SMP_10677,4.9749,1.0774,1.1862,0.3774,0.2812,0.2374,11.0278,0.5388,6.9590,2.2494,0.0669,7.1836,Low
SMP_06553,4.8262,1.0880,1.9220,0.2549,0.2765,0.3105,16.0816,0.9220,11.7488,1.0762,0.0731,6.0745,Medium
SMP_07560,7.8929,1.0868,2.6548,0.9251,0.4368,0.4652,19.8391,0.7501,8.3016,0.8022,0.0202,6.4587,High
SMP_13640,4.1662,1.7553,2.2684,0.3436,0.2606,0.2804,19.7567,0.9924,9.1291,2.8355,0.0920,6.0341,High
SMP_06311,7.3993,1.2384,2.1669,0.8617,0.1033,0.3915,14.3688,0.8593,10.7904,1.1892,0.0097,4.5560,Medium
SMP_01028,4.8039,1.7901,2.9593,0.2014,0.4605,0.1779,16.1298,1.1900,13.8240,2.8915,0.0343,4.8168,Medium
SMP_14731,6.3914,1.3391,1.3417,0.4824,0.2852,0.3393,11.2126,0.8957,14.5028,1.0043,0.0517,7.3156,Low
SMP_03804,7.6077,1.2274,1.1253,0.7584,0.3579,0.3401,15.0226,1.1788,6.1984,1.7755,0.0565,4.5675,Medium
SMP_05518,7.6302,1.1989,2.6824,0.6278,0.1981,0.3472,12.0991,1.0838,5.2222,1.9177,0.0319,7.1441,Medium
SMP_02437,6.3498,1.9570,2.4349,0.2429,0.2829,0.2584,14.7936,0.6380,10.0083,0.8751,0.0745,6.2818,Medium
SMP_04690,7.1134,1.5836,2.6910,0.8756,0.0619,0.3119,17.4722,1.1193,6.3270,1.3537,0.0079,7.0049,High
SMP_10125,6.1710,1.2326,1.5058,0.2381,0.3148,0.1040,19.5293,0.5189,14.3020,1.3297,0.0571,6.0006,High
SMP_05299,7.8762,1.4767,1.3156,0.1260,0.3977,0.3191,10.0278,0.7678,14.1405,2.8694,0.0054,4.8703,Low
SMP_01279,4.1326,1.2684,2.1742,0.1690,0.3677,0.2575,12.7267,0.5024,12.1984,2.5846,0.0396,6.1927,Low
SMP_09237,6.2974,1.6878,3.2337,0.9471,0.0548,0.4416,11.8160,0.6088,14.0883,2.8529,0.0396,4.6836,Medium
SMP_06857,6.3482,1.1073,2.6347,0.6593,0.1688,0.2688,17.8231,0.6789,12.6837,1.2910,0.0840,4.5916,High
SMP_02043,7.8260,1.1257,1.2415,0.8231,0.4398,0.3336,13.6601,0.9569,8.0567,1.0960,0.0489,5.1485,Low
SMP_14613,5.8127,1.9032,1.1847,0.5690,0.3588,0.4372,12.6282,0.5188,5.8551,1.7899,0.0943,6.3059,Low
SMP_06655,6.0493,1.3691,1.7651,0.6994,0.3851,0.2156,13.2600,0.8221,9.5022,2.6067,0.0437,7.4353,Medium
SMP_06075,7.3964,1.5809,2.6969,0.5812,0.0700,0.3787,19.9656,0.6595,14.8216,2.9945,0.0142,7.2785,High
SMP_05158,4.2107,1.0537,2.2295,0.6301,0.0516,0.3531,14.8971,0.6567,5.1511,0.8903,0.0601,6.4766,Low
SMP_01426,7.3259,1.8497,2.5818,0.4173,0.0846,0.4013,17.2653,1.1389,12.3054,2.5718,0.0746,6.3921,High
SMP_05028,4.4337,1.8708,2.6013,0.6808,0.2321,0.2654,13.0311,0.8041,10.8713,0.9665,0.0262,5.9843,Low
SMP_05282,5.2600,1.9942,1.1824,0.6830,0.4869,0.1898,12.7813,0.9032,12.8126,1.3224,0.0837,5.2232,Low
SMP_09217,5.3858,1.8303,2.9120,0.9708,0.0678,0.3317,17.0079,1.0806,13.0268,1.1917,0.0704,6.9291,High
SMP_01503,6.7639,1.8870,2.1326,0.7945,0.4294,0.3844,15.0778,0.9382,12.0051,1.1328,0.0810,7.3510,High
SMP_14612,5.9158,1.7804,1.4779,0.9750,0.1985,0.3326,10.5868,0.6985,6.2425,2.0582,0.0149,5.3759,Low
SMP_12846,7.7413,1.7337,1.9719,0.4482,0.0935,0.1476,19.1452,1.1572,10.7609,1.0495,0.0631,6.2759,High
SMP_12276,7.7298,1.7768,2.8123,0.9920,0.4532,0.4403,10.5363,0.7657,8.3631,0.6716,0.0116,6.5541,Medium
SMP_09676,7.7499,1.4445,3.4089,0.6980,0.3703,0.3046,12.2746,1.1579,14.6984,2.6050,0.0464,5.0137,Medium
SMP_12869,5.7243,1.1745,1.2034,0.4192,0.1991,0.4894,11.9599,0.8453,9.9040,1.7249,0.0949,5.5994,Low
SMP_06065,7.7749,1.1481,1.1536,0.3739,0.0620,0.1123,15.7874,1.1251,9.0255,1.2554,0.0915,4.6844,Medium
SMP_00679,5.5850,1.9639,2.3475,0.3591,0.1042,0.3815,16.4486,0.7618,14.5095,0.5556,0.0304,7.2633,High
SMP_06674,6.4688,1.3806,3.1462,0.7790,0.0583,0.1666,14.7404,0.9611,12.1513,2.5407,0.0050,4.5555,High
SMP_05852,5.4009,1.3389,2.7897,0.3899,0.1032,0.2619,18.2385,0.5912,10.5449,0.8307,0.0050,5.6362,High
SMP_07195,5.5482,1.8518,2.9045,0.3539,0.2105,0.3021,17.3129,0.6064,10.2766,0.6835,0.0398,5.0730,High
SMP_10415,6.3805,1.3595,1.8666,0.1711,0.1253,0.3615,13.1457,0.6806,5.0510,2.6097,0.0272,5.4215,Low
SMP_05266,5.7806,1.1936,1.0258,0.4526,0.3418,0.4817,17.6984,0.6611,8.3622,1.8015,0.0192,6.9989,High
SMP_07552,4.1945,1.3538,2.3327,0.5357,0.3392,0.1556,14.0262,0.9436,8.0166,2.0323,0.0959,7.2912,Medium
SMP_13336,5.9365,1.5282,1.1585,0.8473,0.2241,0.2794,19.5449,0.9977,12.0341,1.8975,0.0955,7.4651,High
SMP_11069,7.6222,1.9517,2.9112,0.6924,0.1282,0.4906,10.1571,0.8779,6.8648,2.8648,0.0662,7.1349,Low
SMP_05054,5.8836,1.9935,1.0562,0.3986,0.4634,0.3571,15.4210,0.9464,8.2195,0.6780,0.0276,5.5095,Low
SMP_05216,7.4052,1.8502,3.0146,0.7599,0.3356,0.4842,17.1173,0.9412,12.8883,1.1157,0.0968,4.5575,High
SMP_01851,4.2611,1.0819,1.3150,0.8523,0.3461,0.1259,13.9107,0.6951,10.7805,1.8071,0.0482,5.4436,Low
SMP_06523,5.1580,1.2875,1.2160,0.6012,0.3757,0.2899,18.8444,0.8388,8.4636,1.1270,0.0244,5.4496,Medium
SMP_01071,7.4161,1.5717,2.1376,0.2347,0.2524,0.2114,19.4317,1.1189,5.8391,1.7917,0.0226,5.7324,High
SMP_07935,4.9679,1.0036,1.0477,0.5635,0.2812,0.1145,16.9947,0.5189,9.8657,1.4881,0.0884,6.2294,Medium
SMP_06785,4.2185,1.4500,1.6034,0.5485,0.1213,0.3197,19.6644,0.9461,10.6439,2.4702,0.0006,5.3474,High
SMP_07407,6.8355,1.9027,2.2052,0.9562,0.1052,0.2733,12.5318,0.6088,7.8679,2.1618,0.0484,5.0447,Low
SMP_02481,7.7619,1.4561,2.6872,0.7187,0.4436,0.3660,15.6203,0.9973,12.5098,0.9649,0.0110,4.7246,High
SMP_12462,4.6387,1.5926,1.9326,0.3390,0.3682,0.4872,15.2689,1.0435,13.4167,1.7102,0.0507,6.6544,Medium
SMP_03393,5.8465,1.5824,1.5758,0.9915,0.1753,0.4134,13.1297,0.7192,6.0387,1.8998,0.0245,4.9452,Low
SMP_01100,7.8197,1.9590,3.0940,0.4275,0.0828,0.3276,15.5869,1.0950,14.9600,1.7704,0.0346,5.0578,High
SMP_05485,6.3157,1.5058,3.0362,0.7144,0.4195,0.4728,17.1198,0.7768,7.1278,1.1773,0.0397,6.7203,High
SMP_09104,5.9660,1.8892,2.0828,0.2552,0.2703,0.3516,18.7304,1.0647,12.7778,1.7305,0.0909,7.1358,High
SMP_11607,6.8090,1.8347,3.3304,0.6783,0.1919,0.3614,11.7652,0.9881,13.7652,2.8840,0.0185,6.3538,Medium
SMP_00419,4.1660,1.3221,2.3994,0.8722,0.3502,0.2742,19.5313,1.0035,14.3017,1.8190,0.0259,4.6585,High
SMP_09470,5.6598,1.0238,3.0692,0.1074,0.2258,0.4611,15.8337,1.0620,6.3497,0.7868,0.0355,6.5194,Medium
SMP_05820,5.4619,1.6077,3.0543,0.9225,0.2858,0.2672,17.2852,0.8192,11.7181,2.5106,0.0842,5.2630,Medium
SMP_07891,7.7904,1.1749,3.3135,0.9551,0.3990,0.1350,15.5837,0.7480,13.2022,1.2556,0.0452,6.2211,High
SMP_01948,7.2345,1.5668,1.5922,0.1130,0.0594,0.3448,10.2184,1.1956,6.8339,2.2768,0.0156,6.1203,Low
SMP_08451,4.8158,1.4337,2.5803,0.9830,0.1463,0.4333,16.1777,0.5938,12.8395,0.9373,0.0700,5.2218,Medium
SMP_03337,4.3512,1.5947,2.4456,0.4827,0.4234,0.4772,14.6534,0.8194,10.0207,2.3079,0.0669,5.1686,Low
SMP_02300,7.6704,1.8643,3.4866,0.2644,0.1872,0.3545,17.3305,0.8743,5.7393,2.6040,0.0961,5.7166,Medium
SMP_09163,5.2882,1.3626,3.4397,0.4067,0.2503,0.1849,16.3875,1.0829,7.8598,1.0319,0.0452,6.5545,High
SMP_10908,7.1143,1.1703,3.3694,0.4533,0.3301,0.2766,15.9944,1.0075,10.0717,0.7789,0.0334,6.9146,High
SMP_14670,6.1908,1.9520,3.4416,0.8984,0.2431,0.4416,18.8822,0.9108,8.4978,1.6633,0.0550,6.3180,High
SMP_00209,6.3092,1.8656,3.4519,0.4669,0.4224,0.4059,15.7353,1.1693,7.0048,0.7732,0.0854,5.8175,Medium
SMP_08289,4.4077,1.6375,3.0928,0.8464,0.0528,0.2701,10.8876,0.6818,14.3803,2.7111,0.0660,7.1953,Low
SMP_03683,4.1224,1.0021,2.7094,0.5104,0.0963,0.4425,12.0273,0.7285,6.7773,2.8169,0.0759,6.6719,Low
SMP_13681,4.8867,1.8948,1.1894,0.1670,0.0897,0.3662,11.0483,0.6336,8.2662,2.1520,0.0622,7.1373,Low
SMP_08223,6.0103,1.2478,1.4179,0.4685,0.0760,0.1639,18.1855,0.8062,14.7637,0.5110,0.0921,6.4574,High
SMP_14573,6.1042,1.9617,2.2297,0.1940,0.2462,0.1526,12.6765,0.9573,12.7725,1.6318,0.0931,6.0674,Low
SMP_00529,4.6730,1.1900,2.1518,0.3577,0.1614,0.3581,16.5098,1.0772,9.1771,0.6828,0.0274,7.4401,High
SMP_05330,4.7717,1.1495,2.2022,0.1829,0.2106,0.1069,12.5940,1.1302,9.4698,0.6844,0.0647,7.3670,Low
SMP_00780,6.6048,1.8563,1.2810,0.4130,0.4444,0.1807,10.7825,1.0517,13.3549,0.9067,0.0855,6.5604,Low
