FabricType,StitchCount,ThreadTension,SeamStrength,ColorConsistency,MeasurementAccuracy,ButtonAttachmentStrength,LabelPositionAccuracy,PrintAlignment,BrokenStitches,OilStains,LooseThreads,IroningQuality,PackingQuality,Shift,GarmentType,Humidity,Temperature,ProductionTimePerPiece(min),DefectCountInBatch,IsDefective
Denim,48.08837733,4.636214191,36.65262133,1,99.77946359,28.53,0,Misaligned,7.462899301,0,2,1,Damaged,Night,Shirt,45.8344844,29.35525054,5.27,1,1
Denim,53.96923088,4.108702926,29.85243176,0,99.33839078,30.19,1,Misaligned,14.64783601,0,4,1,Good,Evening,Shirt,70.30256696,29.16870408,6.12,3,0
Polyester,49.0559647,4.427451961,37.63878315,1,99.11785438,37.69,1,Slightly Off,12.20013161,1,6,0,Damaged,Evening,Blazer,56.68577485,25.75424921,3.46,4,1
Denim,40.17103079,4.004697677,25.49823784,1,99.77946359,25.72,0,Misaligned,7.571348337,1,2,1,Damaged,Morning,Trousers,41.80445219,29.12944846,3.58,1,0
Polyester,51.86934011,4.528144242,34.93733127,0,99.33839078,22.08,0,Aligned,9.492669775,1,9,1,Wet,Morning,Blazer,63.82771307,28.51021278,3.19,3,1
Linen,47.82967171,4.198763878,36.31504415,0,99.55892719,32.93,1,Slightly Off,7.963227256,0,9,0,Good,Evening,Jeans,68.21549705,23.35133688,3.1,2,1
Linen,54.68137829,4.006710243,30.74051639,1,99.55892719,28.72,0,Aligned,7.707957664,1,3,1,Good,Evening,Blazer,50.96826335,26.26155132,6.07,2,0
Cotton,52.24847104,3.993358456,29.79310179,1,99.55892719,33.35,1,Aligned,14.57325582,1,9,1,Good,Morning,Blazer,50.52959914,26.48609133,4.83,2,1
Polyester,38.58643273,3.522780687,26.9337811,1,99.11785438,28.19,1,Slightly Off,8.516318065,1,7,0,Damaged,Night,Jeans,57.01667974,31.48646089,4.9,4,1
Cotton,58.03126603,4.25345786,27.99787509,1,99.77946359,28.98,0,Misaligned,7.529729395,1,8,0,Good,Evening,Jeans,36.89320483,25.74059204,4.09,1,0
Polyester,48.38390088,3.979897633,33.98561636,0,99.33839078,39.86,0,Misaligned,17.97487363,1,10,1,Good,Evening,Trousers,62.09719571,28.44724052,6.02,3,0
Cotton,50.29222642,3.74900402,29.62337403,0,99.77946359,39.22,1,Misaligned,11.15833456,0,4,0,Damaged,Morning,Jeans,71.91311662,30.9029004,6.08,1,1
Polyester,61.27466317,4.553230885,35.60887325,1,99.33839078,37.43,0,Aligned,12.86652061,1,10,0,Damaged,Morning,Trousers,48.49306456,24.23233812,3.96,3,1
Cotton,39.18573934,3.374891987,26.19313005,0,99.77946359,37.93,0,Aligned,16.62471063,0,6,1,Damaged,Evening,Jeans,73.43059168,27.83822004,6.99,1,1
Polyester,48.3216225,3.788752052,30.35225581,0,99.77946359,33.06,0,Misaligned,14.74513672,1,4,0,Wet,Evening,Jeans,64.94824677,33.09739181,6.38,1,0
Denim,52.13252017,4.513859374,38.07118711,1,100,21.93,1,Misaligned,11.42099978,1,10,0,Damaged,Evening,Shirt,54.22977138,22.29369324,3.28,0,1
Denim,54.54364896,4.15776147,33.10590114,0,99.33839078,25.45,0,Aligned,11.57268482,1,10,0,Damaged,Morning,Jeans,61.34835773,25.1795206,5.32,3,0
Polyester,48.16422215,3.976070536,27.72365464,0,99.77946359,24,1,Slightly Off,13.66067797,0,10,1,Good,Night,Blazer,70.97688589,27.81875772,4.04,1,1
Linen,54.30763235,4.125501772,34.73056254,1,99.77946359,37.43,0,Slightly Off,11.0750088,0,1,1,Damaged,Morning,Trousers,56.41818145,28.09299447,4.19,1,0
Denim,56.70026835,4.089707086,34.21336576,1,99.33839078,21.48,0,Slightly Off,13.9052466,0,6,1,Good,Night,Blazer,58.9257134,27.47223031,4.64,3,0
Linen,41.63618388,3.241668727,26.54993081,1,99.77946359,39.88,1,Slightly Off,12.73978579,1,8,1,Good,Evening,Shirt,49.64522927,28.63714269,4.1,1,1
Cotton,45.43712941,3.825369057,33.82867638,1,99.77946359,35.97,0,Misaligned,11.91265358,0,6,0,Good,Morning,Shirt,53.80123571,30.7828705,6.89,1,1
Cotton,57.31499054,4.808260827,38.55722265,0,99.33839078,39.07,1,Slightly Off,16.02875872,0,8,1,Good,Morning,Jeans,62.00800093,27.16274042,4.21,3,0
Linen,30,3.670337933,32.69683173,1,99.11785438,29.19,0,Slightly Off,11.21815339,1,2,1,Damaged,Morning,Trousers,53.19648898,26.77726903,6.83,4,1
Denim,42.52622232,3.840849493,34.94842901,1,99.77946359,26.09,1,Aligned,12.37602518,0,7,1,Damaged,Evening,Shirt,49.96562237,28.78389534,4.86,1,0
Denim,49.41314302,3.729189618,31.5804556,0,99.77946359,24.36,1,Aligned,13.83330894,1,7,0,Good,Evening,Trousers,66.50986528,32.96983423,3.91,1,0
Polyester,52.3273147,3.956492388,29.40813824,1,99.55892719,23.73,0,Misaligned,13.57139559,1,9,1,Good,Evening,Jeans,59.82503446,28.79991097,5.19,2,0
Cotton,40.82842472,3.708438584,29.27515152,1,99.55892719,33.18,0,Aligned,13.46171008,1,9,0,Wet,Night,Trousers,50.19886904,30.1164724,4.82,2,0
Denim,51.7433221,4.243370751,37.66353411,0,100,28.99,1,Aligned,7.762088013,1,6,0,Damaged,Night,Blazer,72.52802975,22.28042513,5.86,0,1
Polyester,48.23754836,4.098656706,28.29637005,0,99.33839078,26.51,1,Aligned,12.28881669,0,1,1,Wet,Morning,Jeans,76.13616636,26.4612193,6.64,3,1
Denim,56.08929758,4.386773808,33.91832946,0,99.11785438,31.82,1,Aligned,11.95493919,0,2,0,Wet,Morning,Blazer,65.14600215,23.35904767,3.92,4,0
Linen,52.73742682,3.474529417,26.76734083,1,99.77946359,27.93,1,Misaligned,16.47082198,1,0,1,Wet,Night,Shirt,43.05343357,27.04568088,4.61,1,1
Polyester,49.50029999,3.829829759,28.04300627,1,99.77946359,30.08,0,Misaligned,14.55806506,0,5,0,Wet,Night,Blazer,59.07035212,31.280837,6.1,1,0
Linen,43.29477694,3.887138684,33.71574632,0,99.11785438,26.15,1,Aligned,15.84330371,1,3,0,Good,Evening,Trousers,60.88620439,23.12467334,3.41,4,0
Denim,50.34178382,4.227823455,34.95303285,1,99.33839078,21.39,1,Aligned,8.534736916,0,0,0,Good,Evening,Jeans,39.15037038,32.21135832,3.03,3,0
Denim,50.25031408,3.603389401,26.69394014,0,100,38.38,1,Misaligned,9.805160032,0,2,1,Wet,Evening,Shirt,66.92069904,26.9861292,4.85,0,1
Polyester,46.4505382,4.457826902,37.47915398,1,99.55892719,22.57,1,Aligned,12.06864521,1,4,1,Good,Evening,Blazer,57.09159923,29.67830303,3.36,2,1
Linen,52.04320522,4.593207795,36.27041366,0,99.77946359,28.16,0,Slightly Off,14.21214037,0,1,0,Wet,Night,Trousers,66.22574472,30.0864147,5.63,1,1
Denim,45.61658557,3.505563826,25.37392689,1,99.55892719,23.69,0,Aligned,12.38757058,0,2,0,Wet,Evening,Jeans,51.94464951,32.98658932,5.99,2,1
Denim,51.5264189,3.754563553,27.89775319,1,99.77946359,30.31,0,Slightly Off,10.27000428,1,8,1,Good,Morning,Jeans,59.84220686,28.74332178,3.66,1,0
Cotton,47.85325046,3.734034246,31.18042719,0,100,26.95,0,Aligned,7.727529904,1,3,0,Damaged,Morning,Jeans,60.31909874,24.38442423,6.32,0,0
Linen,60.76084265,5.316193102,45.34657445,1,99.33839078,26.76,0,Misaligned,10.45670159,1,9,0,Damaged,Night,Jeans,56.88587764,30.03737151,3.19,3,0
Polyester,48.10327588,3.785049947,28.82009488,1,99.55892719,21.85,0,Misaligned,12.09115866,0,1,0,Good,Evening,Shirt,59.91383298,20,4.58,2,0
Linen,60.13721649,4.838812721,40.34382577,1,99.77946359,24.82,1,Misaligned,9.020535595,1,5,0,Wet,Evening,Shirt,53.62892077,24.27797869,3.34,1,0
Linen,42.15431686,3.366684002,31.67873449,1,99.77946359,22.26,0,Aligned,15.9822021,1,7,0,Damaged,Morning,Blazer,43.16961573,25.25827275,4.54,1,0
Cotton,41.57672582,3.505174517,24.26478447,1,99.11785438,29.16,1,Misaligned,12.7292671,0,7,0,Wet,Morning,Jeans,34.58312761,20.68883349,5.21,4,0
Cotton,44.14534435,3.656697734,30.32059149,1,99.55892719,26.49,1,Aligned,12.68926519,0,0,0,Damaged,Evening,Jeans,48.82650836,32.05212485,5.34,2,0
Cotton,38.38836483,3.577155344,31.10920983,0,99.55892719,24.56,1,Misaligned,15.54531048,0,1,0,Good,Evening,Shirt,62.90813583,30.9872701,4.37,2,0
Linen,58.79362872,3.866050633,30.64295561,1,100,28.14,0,Misaligned,18.84010607,0,10,1,Good,Morning,Blazer,44.6115691,28.35302647,6.15,0,0
Polyester,44.53232799,3.645610899,32.87973682,0,99.77946359,28.78,0,Aligned,11.37539079,1,4,1,Good,Morning,Blazer,65.60805205,29.93913884,6.21,1,1
Denim,45.82651185,3.590329204,35.31914474,0,100,30.89,0,Misaligned,10.19062227,0,2,1,Good,Night,Shirt,68.91185826,28.09890237,5.72,0,1
Cotton,53.8612759,4.579235998,37.66395403,1,99.55892719,25.82,1,Misaligned,7.874351095,0,8,1,Wet,Morning,Trousers,59.7271839,29.59178003,3.32,2,1
Linen,59.56931338,4.611896811,36.19440529,1,99.11785438,25.91,0,Misaligned,12.20667889,0,3,0,Damaged,Night,Trousers,53.3404404,30.78722254,4.36,4,1
Polyester,47.20361428,4.474648249,38.72813442,0,99.33839078,24.65,1,Slightly Off,7.77914654,0,4,0,Wet,Morning,Trousers,65.24708251,22.66148925,6.97,3,0
Cotton,42.41596606,4.261999478,36.6222024,0,99.11785438,21.05,0,Misaligned,10.35633399,0,6,1,Good,Night,Shirt,66.57018146,29.74614059,6.85,4,0
Denim,48.40410086,4.046371533,24.8144794,1,98.89731797,29.64,0,Aligned,11.05141699,0,6,0,Wet,Night,Trousers,52.74892959,30.38758513,4.25,5,0
Linen,55.28809223,3.751484655,30.00367057,1,99.11785438,20.93,0,Aligned,17.16622796,0,7,0,Good,Morning,Shirt,55.84812669,25.22839226,3.23,4,0
Cotton,48.32265914,3.523421248,27.00357158,1,99.77946359,25.69,1,Misaligned,16.53173816,1,5,1,Good,Evening,Jeans,46.86503849,26.30668782,4.69,1,1
Cotton,46.13574207,4.181497852,34.64209989,1,99.11785438,29.53,1,Slightly Off,7.026858708,0,6,0,Damaged,Night,Blazer,57.86200637,24.67414872,5.06,4,0
Cotton,43.53865469,3.413184804,26.72450359,1,99.33839078,32.92,0,Aligned,17.92810317,1,5,1,Wet,Night,Blazer,34.33042662,27.93341845,3.74,3,0
Denim,38.85652704,3.503039535,27.76878801,1,99.33839078,25.75,1,Slightly Off,9.345467271,0,6,1,Good,Evening,Trousers,52.07463765,28.17246058,3.54,3,0
Cotton,57.04956297,4.576456628,34.02201475,1,99.77946359,28.08,0,Misaligned,11.32795977,1,9,1,Wet,Morning,Blazer,46.46773919,27.58744028,5.94,1,0
Polyester,61.92586363,4.950324521,41.80618382,1,99.77946359,29.62,1,Misaligned,7.595720198,0,3,0,Good,Morning,Blazer,54.11916911,24.70074115,4.65,1,0
Cotton,54.99216643,4.196647569,38.53830722,1,99.55892719,29.07,0,Aligned,10.44179104,0,4,0,Wet,Night,Jeans,47.04795056,31.11535518,6.18,2,0
Linen,46.81042443,4.553228576,33.88281276,1,99.33839078,20.12,1,Misaligned,7.952316012,0,10,0,Wet,Morning,Trousers,35.86921993,25.25454019,6.55,3,0
Polyester,40.19697015,3.877075841,26.82544166,1,100,35.03,1,Aligned,17.27241588,1,9,1,Damaged,Morning,Shirt,48.46109488,28.65794202,4.56,0,0
Denim,39.59610209,3.331162907,26.70931292,1,99.77946359,25.79,0,Aligned,12.91738756,0,4,1,Damaged,Night,Jeans,50.24327237,29.36548212,3.98,1,1
Cotton,46.51091303,4.306085809,34.36271949,0,100,21.84,0,Misaligned,12.06459784,0,3,0,Wet,Evening,Jeans,65.65229715,21.86540094,4.48,0,1
Polyester,45.86712559,4.284644662,37.78995565,1,98.89731797,32.62,1,Aligned,8.213882023,0,10,1,Damaged,Night,Trousers,48.58926711,28.00466083,6.6,5,1
Cotton,49.78929822,4.035834277,28.59908936,1,99.77946359,27.2,1,Misaligned,7.683136826,0,3,0,Wet,Morning,Trousers,46.52475324,30.76080307,6.43,1,0
Cotton,41.96556943,3.878812271,29.41663264,1,99.33839078,30.06,0,Slightly Off,10.90994204,1,8,1,Good,Evening,Blazer,43.08107673,26.95754934,5.24,3,1
Denim,65.06154792,4.481105289,29.4057326,0,99.55892719,23.87,1,Aligned,12.60216963,1,8,1,Damaged,Evening,Trousers,66.42549381,29.69695193,5.86,2,0
Denim,39.41977186,3.507133483,32.18201877,1,99.11785438,35,0,Slightly Off,12.62137658,1,8,0,Damaged,Evening,Shirt,52.76983505,24.96583579,5.52,4,1
Denim,42.00615611,3.613109711,29.65651157,1,99.55892719,39.84,1,Slightly Off,15.69739907,1,9,0,Good,Morning,Jeans,57.72327535,30.16263818,6.72,2,0
Polyester,43.43906366,3.495946747,26.57727523,1,99.55892719,23.02,1,Misaligned,13.38061918,1,5,0,Good,Morning,Shirt,39.56214272,23.58896934,4.2,2,0
Linen,40.97006087,4.042486481,28.37307741,1,98.89731797,20.77,1,Misaligned,11.93442269,1,9,1,Wet,Evening,Blazer,37.45157805,26.93439882,4.6,5,1
Cotton,44.01516449,3.456053494,23.95699978,1,99.77946359,39.17,1,Misaligned,14.69323107,1,0,0,Wet,Morning,Shirt,45.98124273,30.70472561,6.38,1,1
Polyester,45.60188517,3.65787891,30.50583198,0,98.89731797,23.65,1,Aligned,12.98514077,0,6,0,Wet,Night,Shirt,71.23223655,30.53878362,6.54,5,1
Denim,42.01893905,3.647122219,25.85470261,1,99.55892719,30.7,1,Slightly Off,15.53784318,0,5,0,Good,Morning,Blazer,44.08592456,23.10087874,4.06,2,1
Linen,47.80598654,3.869695834,31.26958294,1,99.11785438,23.99,1,Aligned,13.9262407,1,7,1,Wet,Night,Jeans,48.73883061,26.35790104,6.51,4,1
Cotton,41.21716589,3.256312777,32.1793368,1,99.77946359,28.32,1,Aligned,16.22026921,0,9,0,Good,Morning,Trousers,55.12912558,25.2015401,3.05,1,0
Denim,55.69918351,4.043602496,31.3060571,1,99.77946359,34.92,1,Misaligned,14.06216526,0,6,0,Good,Morning,Shirt,48.74842475,30.53918715,6.55,1,0
Polyester,67.98512924,4.623651825,34.10488127,1,99.55892719,29.37,0,Misaligned,14.83350818,1,10,1,Good,Evening,Jeans,59.784639,26.77651349,6.25,2,1
Denim,43.5054433,4.067745686,33.68798711,1,99.33839078,25.12,0,Slightly Off,14.35131109,1,5,1,Wet,Night,Jeans,46.68921851,27.44486908,5.16,3,1
Denim,50.76118982,4.770660572,34.48790936,1,99.55892719,37.42,0,Aligned,15.70146547,1,3,1,Wet,Morning,Blazer,43.98988274,28.44553423,5.87,2,1
Cotton,56.51773717,4.666999093,42.49594633,0,99.77946359,31.92,0,Slightly Off,9.042445362,1,3,0,Wet,Night,Trousers,80,23.35843913,6.4,1,0
Denim,42.27181788,4.388867524,39.32179919,1,99.33839078,28.51,1,Aligned,13.72661741,1,8,1,Good,Morning,Blazer,45.63239483,27.89694577,6.83,3,1
Denim,51.69519121,4.037342921,31.80622851,0,99.55892719,38.01,0,Aligned,7.783163819,0,9,0,Damaged,Morning,Jeans,62.95161999,23.96949275,4.88,2,1
Cotton,48.70040614,4.011250194,29.39812201,1,99.55892719,33.33,1,Misaligned,14.81871875,0,9,0,Damaged,Morning,Shirt,45.57762426,25.53069594,6.54,2,0
Polyester,54.41923163,4.381899886,33.77788947,1,99.33839078,21.6,0,Slightly Off,11.40553397,0,8,0,Good,Evening,Blazer,39.59052967,25.66959776,6.08,3,1
Polyester,44.13211667,3.804164695,29.54632073,1,99.77946359,22.1,0,Slightly Off,15.20207238,0,6,1,Good,Morning,Jeans,54.09741039,28.45202683,3.31,1,1
Denim,37.97995432,3.058739624,25.62061839,1,99.11785438,26.58,1,Aligned,18.92105389,1,6,0,Damaged,Evening,Jeans,41.59095231,24.62141881,3.43,4,1
Cotton,53.31322221,4.246002027,37.0869132,1,99.11785438,29.03,1,Slightly Off,13.9112861,1,6,0,Damaged,Morning,Blazer,51.06854629,25.57642808,6.57,4,0
Linen,42.21370525,3.434465685,24.36618759,1,99.77946359,38.66,1,Aligned,11.89283182,0,4,1,Wet,Morning,Shirt,47.04154472,27.97209546,4.38,1,0
Polyester,35.50165955,3.518929386,31.18416378,0,99.55892719,35.48,0,Slightly Off,9.698225015,1,0,0,Wet,Morning,Shirt,67.5185122,31.15591437,3.58,2,1
Polyester,48.86137282,4.000111974,33.85395263,1,99.11785438,25.54,1,Misaligned,13.60780862,0,4,1,Damaged,Night,Shirt,39.58061161,28.31283358,3.93,4,0
Cotton,56.69907416,3.952437561,30.09613202,0,99.33839078,33.37,0,Slightly Off,11.23731376,1,8,0,Wet,Evening,Blazer,61.75886242,30.39180614,6.46,3,1
Cotton,40.73200665,3.293962197,23.09156189,1,100,27.86,0,Slightly Off,15.40287289,0,3,0,Good,Evening,Jeans,57.85106109,20.62807027,4.52,0,0
Linen,49.67822745,4.082745782,33.01066441,1,100,33.33,0,Aligned,10.31428675,1,7,0,Damaged,Morning,Blazer,52.70915716,31.30555144,6.87,0,1
Denim,61.59702625,4.48306983,32.68579319,1,99.33839078,21.1,1,Aligned,8.245426768,1,3,0,Wet,Evening,Shirt,47.41844498,24.42795222,4.72,3,1
Denim,37.50187279,3.435829215,30.55767627,1,100,34.82,1,Slightly Off,12.40312213,0,10,0,Wet,Morning,Shirt,56.72276851,25.17363883,5.31,0,1
Polyester,60.08328819,4.636241665,33.71828501,1,99.77946359,33.33,1,Aligned,12.2303732,0,9,0,Good,Evening,Blazer,57.2528672,32.82434784,4.21,1,0
Denim,35.98818828,3.219914587,27.40243528,1,100,26.04,0,Slightly Off,13.92676694,1,4,1,Damaged,Morning,Blazer,58.93747858,27.51093564,4.63,0,1
Polyester,66.13686158,5.058662072,40.22744748,1,99.11785438,23.28,0,Aligned,7.443418682,1,9,0,Good,Night,Jeans,52.30865653,24.7504626,4.67,4,0
Polyester,49.52267819,3.794369785,28.67308362,1,98.89731797,28.95,0,Slightly Off,17.81280277,0,6,0,Damaged,Evening,Trousers,43.54977077,25.16475108,4.75,5,1
Cotton,46.81230766,4.072808498,32.27397347,0,99.33839078,29.79,0,Slightly Off,11.4381543,0,3,0,Good,Night,Trousers,63.78464223,22.85048863,3.17,3,0
Denim,35.31799293,3.053983214,27.67181522,1,99.77946359,20.8,0,Aligned,7.106561072,0,3,1,Wet,Morning,Blazer,54.96557346,27.04381363,3.53,1,0
Polyester,52.51624131,3.968931967,28.17468351,1,99.33839078,33.23,1,Slightly Off,14.85902823,0,1,0,Damaged,Night,Blazer,48.87118138,25.99204909,3.97,3,0
Polyester,40.09363856,4.114241089,31.67745905,1,98.89731797,24.45,0,Misaligned,11.73820611,0,6,1,Wet,Morning,Blazer,44.98401558,29.00833528,4.5,5,0
Linen,45.27338183,3.956918948,29.40012089,0,99.11785438,22.43,0,Misaligned,11.57459618,1,6,0,Wet,Morning,Trousers,64.22467422,32.15686167,3.67,4,0
Cotton,47.72360096,3.718459461,29.63182429,0,99.55892719,34.7,1,Misaligned,11.99189816,1,6,0,Damaged,Night,Blazer,68.84358142,23.23836502,5.16,2,0
Cotton,40.78007903,3.526717741,26.15969925,0,98.89731797,34.35,0,Misaligned,12.39227572,1,7,1,Good,Night,Jeans,60.75338641,28.78786099,5.24,5,1
Cotton,55.45747662,4.56526331,31.21786275,0,99.33839078,35.99,1,Aligned,15.8764033,0,3,0,Good,Evening,Trousers,61.42449051,22.40029463,6.1,3,1
Denim,37.97908808,4.015403567,28.9578159,0,99.11785438,38.85,0,Aligned,13.36278927,0,4,1,Damaged,Night,Jeans,66.72383919,28.30437581,6.61,4,0
Denim,52.97212378,4.770376188,43.07627456,1,99.77946359,30.64,1,Slightly Off,11.2403812,0,8,0,Good,Morning,Shirt,51.38141707,23.47984195,4.56,1,1
Denim,48.23836923,3.736758823,30.63425521,0,100,38.14,1,Aligned,11.73826528,0,2,0,Wet,Morning,Shirt,76.34101027,22.960177,3.37,0,1
Denim,41.63619495,3.782602653,30.89790739,1,99.33839078,32.21,1,Misaligned,17.62021617,0,6,0,Wet,Night,Trousers,44.40430607,34.65173709,5.84,3,1
Denim,46.38126691,4.407797122,34.41453981,1,99.55892719,28.9,0,Aligned,13.71319744,1,2,0,Good,Evening,Jeans,52.56635776,33.4438211,3.35,2,1
Denim,43.57019289,3.188512519,25.35322388,1,98.89731797,36.12,1,Misaligned,16.59013701,0,6,0,Wet,Night,Shirt,47.28442544,24.87608418,5.49,5,0
Linen,43.29764011,3.39326832,25.85671079,1,99.33839078,34.42,1,Slightly Off,14.04796728,1,6,0,Damaged,Morning,Shirt,55.63588251,32.70642249,6.3,3,0
Linen,49.14224306,4.548742486,37.97072548,0,99.33839078,26.46,1,Aligned,13.9023276,0,8,1,Damaged,Morning,Jeans,72.30912351,26.88131361,5.81,3,0
Polyester,41.66091565,3.414033035,27.61469085,1,99.11785438,24.02,1,Misaligned,14.35148663,0,1,0,Wet,Morning,Shirt,52.61594857,22.88739055,5.77,4,0
Polyester,31.80595493,3.090474492,21.20999131,1,99.33839078,33.57,0,Slightly Off,12.7051833,1,5,1,Good,Evening,Blazer,59.21584723,28.94824462,5.87,3,1
Polyester,58.44886784,4.934263594,40.23528226,1,99.77946359,20.51,0,Slightly Off,11.23972026,1,1,1,Wet,Night,Blazer,30,29.84773761,3.1,1,0
Linen,40.51703506,3.303091176,19.04850364,1,99.77946359,37.52,1,Aligned,19.6850743,0,6,1,Wet,Morning,Shirt,59.27690564,29.25729771,4.98,1,1
Cotton,45.06223439,4.092059699,33.97805519,0,99.11785438,25.92,0,Aligned,12.4273356,1,2,0,Good,Evening,Shirt,64.98471201,21.93047465,3.26,4,0
Cotton,52.12617582,4.034542596,28.0482702,1,99.77946359,28.17,0,Slightly Off,15.74142399,0,1,0,Good,Evening,Jeans,56.22941428,23.570556,6.72,1,1
Linen,35.62298861,2.594685842,20.46932148,1,99.55892719,23.16,1,Aligned,18.38476747,1,2,1,Good,Morning,Shirt,44.33700457,29.81117635,5,2,0
Cotton,47.71392549,3.866341488,27.3468491,1,99.33839078,26.89,0,Misaligned,13.95592605,0,1,0,Damaged,Morning,Jeans,42.99534996,23.54331166,6.52,3,0
Denim,52.76039025,4.224206625,33.8021226,1,99.77946359,34.53,1,Slightly Off,16.52190986,1,4,0,Damaged,Night,Shirt,49.45461877,30.05478273,3.76,1,1
Cotton,42.8617121,4.177154691,35.15207308,1,99.55892719,25.97,0,Misaligned,5.126916915,0,2,0,Wet,Evening,Jeans,42.91161206,25.91140843,3.88,2,1
Cotton,60.23206024,4.451760342,40.12256399,0,99.33839078,26.4,1,Misaligned,5.587345954,1,3,0,Good,Night,Shirt,70.75995751,22.06633084,3.38,3,0
Polyester,45.21842717,3.806254343,25.82596178,1,99.77946359,35.55,1,Slightly Off,17.57097094,1,0,0,Damaged,Night,Trousers,59.67500519,23.04308948,4.18,1,0
Cotton,47.59874483,4.356252221,37.77643664,0,98.89731797,34.98,1,Aligned,9.345217386,1,7,1,Wet,Morning,Shirt,69.4468197,28.36226948,3.51,5,1
Denim,44.59320465,3.655335466,29.63614184,1,99.55892719,21.14,1,Misaligned,13.02464528,0,7,1,Damaged,Evening,Blazer,52.10898852,28.50557949,3.7,2,1
Denim,43.26454546,3.294766292,25.00612888,1,99.33839078,24.24,1,Misaligned,18.66220208,1,2,0,Damaged,Night,Trousers,47.35487371,31.68554138,3.39,3,1
Cotton,42.77537758,3.351135812,29.08865601,1,99.33839078,30.88,0,Aligned,13.89667907,1,1,1,Good,Night,Blazer,47.97071431,27.0599473,4.71,3,0
Denim,33.80388544,3.268944772,25.44378363,1,99.55892719,36.19,1,Slightly Off,18.53093676,1,7,1,Wet,Night,Blazer,50.37796287,26.40200694,6.56,2,1
Denim,57.84570525,4.504792984,38.19093542,1,100,26.96,1,Aligned,9.825694984,0,5,0,Good,Morning,Blazer,50.05652954,32.39268574,3.11,0,1
Cotton,38.60926354,3.242713245,22.96489682,0,99.55892719,23.09,0,Misaligned,15.36225651,0,1,0,Good,Evening,Blazer,67.21791757,24.4818022,6.72,2,1
Denim,52.15025396,4.13701942,31.19716427,0,99.11785438,37.25,0,Slightly Off,11.90036678,1,1,1,Good,Night,Shirt,64.13646268,26.1500934,6.16,4,0
Cotton,42.39669733,3.867037903,33.76710338,1,98.89731797,28.99,0,Slightly Off,16.73782502,1,3,1,Wet,Evening,Shirt,57.70877593,28.42437961,4.27,5,1
Cotton,52.61366651,3.948675713,36.04560728,1,98.89731797,35.67,0,Misaligned,11.31780301,1,6,0,Damaged,Morning,Trousers,38.40262819,24.31286903,5.86,5,0
Denim,57.0952214,4.681803648,37.34933348,1,99.11785438,32.49,0,Misaligned,7.74348265,0,5,1,Damaged,Morning,Shirt,57.9505553,28.33981972,3.76,4,0
Denim,51.31355237,3.780786316,21.88442376,1,99.77946359,22.46,1,Slightly Off,11.03557033,1,6,1,Wet,Morning,Jeans,51.8920345,27.01320467,3.52,1,1
Polyester,43.99526883,4.305800781,33.8492584,0,99.55892719,33,0,Slightly Off,10.11864057,0,5,0,Wet,Evening,Trousers,69.06235104,30.40550863,4.17,2,0
Polyester,41.21828451,4.018781676,32.24753176,0,98.89731797,20.82,0,Slightly Off,10.02098653,1,3,0,Good,Evening,Blazer,63.95431946,25.74620156,3.05,5,0
Denim,45.88774733,3.923990547,30.69360425,1,99.11785438,32.04,1,Aligned,10.08584977,0,8,0,Wet,Evening,Trousers,56.42162801,25.08401089,3.22,4,0
Denim,69.13793985,5.149984562,42.20889218,1,99.11785438,21.09,0,Slightly Off,13.0651827,1,3,0,Damaged,Morning,Shirt,34.02305635,32.75687642,5.25,4,1
Cotton,49.16600401,3.279329127,24.80390323,1,99.33839078,25.83,1,Slightly Off,17.66480027,0,8,1,Good,Morning,Shirt,53.63904453,29.5544815,6.76,3,0
Denim,51.29265952,4.644565918,39.67313992,1,99.77946359,30.54,1,Misaligned,11.88665065,0,4,0,Wet,Morning,Blazer,48.46695313,30.2589605,4.71,1,1
Polyester,52.20367455,4.328203283,31.12548644,1,99.33839078,36.26,0,Aligned,9.401604809,1,10,1,Wet,Evening,Blazer,59.05340964,29.50665704,3.82,3,1
Cotton,45.89860991,3.760237503,33.79244614,1,99.77946359,23.39,0,Misaligned,10.72743347,1,9,0,Wet,Night,Blazer,43.57877848,24.97805874,6.07,1,1
Cotton,61.36669917,4.814659259,43.16751054,1,99.11785438,22.03,0,Slightly Off,4.151947588,1,2,0,Good,Evening,Shirt,57.62342479,24.12082506,3.92,4,1
Denim,41.33615266,3.075944944,21.86838034,1,99.11785438,24.14,0,Misaligned,14.98716725,0,0,0,Good,Morning,Jeans,32.81837321,24.15267659,4.16,4,0
Cotton,39.29740909,3.739116671,27.17213389,1,99.11785438,31.98,1,Slightly Off,10.473576,0,9,0,Damaged,Morning,Shirt,41.14383909,25.27369995,6.78,4,1
Cotton,41.07207358,3.395758898,28.39815712,1,99.77946359,20.39,0,Misaligned,17.62178327,1,5,0,Damaged,Morning,Jeans,46.20145035,30.60056302,6.7,1,0
Cotton,40.42991117,4.206041732,30.08667263,1,99.77946359,25.26,1,Slightly Off,7.453574831,1,5,1,Wet,Morning,Jeans,49.53817194,26.9229689,3.93,1,0
Denim,45.37557181,3.443467949,26.06993498,1,99.11785438,28.86,0,Misaligned,11.3360068,0,5,1,Good,Night,Trousers,58.88915859,29.81969145,6.8,4,0
